CycPeptMPDB_ID,Original_Name_in_Source_Literature,Source,Structurally_Unique_ID,SMILES,PAMPA,Normalized_Name,log_path,split0,split1,split2,split3,split4,split5,split6,split7,split8,split9
6699,L1_9.1.2.2.4.2,2021_Kelly,6699,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-6.9,L1_9.1.2.2.4.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6699.log,train,train,train,train,test,train,test,valid,train,train
3730,hepta_153,2020_Townsend,3730,CC(C)C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,-6.51,hepta_153,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_153.log,train,train,valid,train,train,train,train,train,train,train
6210,L1_16.2.1.1.3.2,2021_Kelly,6210,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-6.35,L1_16.2.1.1.3.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6210.log,test,train,train,train,train,train,train,test,train,train
5994,L1_13.2.1.3.3.2,2021_Kelly,5994,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.46,L1_13.2.1.3.3.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_5994.log,valid,valid,valid,train,train,valid,train,train,valid,train
5151,hepta_1574,2020_Townsend,5151,CCCN1CC(=O)N(Cc2ccccc2)CC(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.91,hepta_1574,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1574.log,test,train,train,train,train,test,train,train,train,train
1064,Compound.20,2015_Wang,1064,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,-6.23,Compound.20,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.20.log,train,train,train,train,train,train,train,train,train,train
5868,L1_11.2.2.1.3.2,2021_Kelly,5868,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.83,L1_11.2.2.1.3.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_5868.log,train,train,train,train,valid,train,train,train,train,train
6936,L3_3.3.1.4.1,2021_Kelly,6936,CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-5.57,L3_3.3.1.4.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6936.log,train,train,train,train,train,train,train,train,train,train
1748,2.6-17H,2016_Furukawa,1748,CCCC[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)CN(CC2CCCCC2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)[C@H]2CCCN2C1=O,-5.89,2.6-17H,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/2.6-17H.log,train,valid,train,train,train,train,test,train,train,train
1216,1.3-03,2016_Furukawa,1216,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(Cc2ccccc2)C(=O)[C@H](C)NC(=O)CN(CC(C)C)C(=O)[C@H]2CCCN2C1=O,-4.98,1.3-03,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/1.3-03.log,valid,train,train,train,train,train,test,train,train,train
5781,L1_10.2.1.3.3.2,2021_Kelly,5781,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-6.65,L1_10.2.1.3.3.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_5781.log,train,train,train,valid,train,train,train,train,train,train
4231,hepta_654,2020_Townsend,4231,CC(C)C[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,-6.03,hepta_654,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_654.log,train,train,test,train,train,train,train,train,train,train
2859,hexa_345,2020_Townsend,2859,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C1=O,-5.88,hexa_345,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hexa_345.log,train,train,valid,train,valid,train,train,train,train,train
2936,hexa_422,2020_Townsend,2936,CC(C)C[C@H]1NC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,-6.77,hexa_422,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hexa_422.log,train,test,train,valid,train,train,train,train,train,train
5984,L1_13.1.2.3.1.2,2021_Kelly,5984,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.79,L1_13.1.2.3.1.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_5984.log,train,train,train,train,train,valid,train,train,train,train
3772,hepta_195,2020_Townsend,3772,CC(C)C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,-6.4,hepta_195,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_195.log,train,test,train,train,train,train,train,valid,train,train
3713,hepta_136,2020_Townsend,3713,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-5.65,hepta_136,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_136.log,train,train,train,valid,train,train,train,test,train,train
1338,1.6-05,2016_Furukawa,1338,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@H](C)NC(=O)CN(Cc2ccc(Cl)cc2)C(=O)[C@H]2CCCN2C1=O,-5.39,1.6-05,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/1.6-05.log,train,train,train,test,train,valid,train,train,train,train
1770,2.7-03H,2016_Furukawa,1770,CCCC[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)CN(CC2CCOCC2)C(=O)[C@@H](C)NC(=O)CN(CC)C(=O)[C@@H]2CCCN2C1=O,-8,2.7-03H,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/2.7-03H.log,train,test,train,train,test,valid,train,test,train,train
1508,1.10-15,2016_Furukawa,1508,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@H](CC(C)C)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,-6.31,1.10-15,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/1.10-15.log,train,train,test,train,valid,train,train,train,train,train
6785,L2_2.1.1.3.1,2021_Kelly,6785,CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-6,L2_2.1.1.3.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6785.log,train,train,train,train,train,train,train,train,train,train
6322,L1_3.1.2.1.1.1,2021_Kelly,6322,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-7.1,L1_3.1.2.1.1.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6322.log,valid,train,train,train,train,valid,train,train,train,train
5894,L1_11.2.4.4.1.2,2021_Kelly,5894,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.56,L1_11.2.4.4.1.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_5894.log,test,train,train,test,train,test,train,train,valid,train
6083,L1_14.3.3.4.4.2,2021_Kelly,6083,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-5.37,L1_14.3.3.4.4.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6083.log,train,valid,train,train,train,train,train,train,train,train
6057,L1_14.2.1.2.4.2,2021_Kelly,6057,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-6.16,L1_14.2.1.2.4.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6057.log,test,train,train,train,test,valid,train,train,train,train
4006,hepta_429,2020_Townsend,4006,CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-5.81,hepta_429,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_429.log,train,valid,train,train,train,train,train,train,valid,train
6166,L1_15.3.1.2.1.2,2021_Kelly,6166,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-6.79,L1_15.3.1.2.1.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6166.log,train,train,train,train,train,train,train,train,train,train
6524,L1_5.3.3.4.3.1,2021_Kelly,6524,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.26,L1_5.3.3.4.3.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6524.log,train,train,train,train,train,train,train,train,train,train
4331,hepta_754,2020_Townsend,4331,CC(C)C[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N1C,-5.72,hepta_754,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_754.log,test,train,test,test,train,train,train,test,train,train
6454,L1_4.3.4.3.4.1,2021_Kelly,6454,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-5.35,L1_4.3.4.3.4.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6454.log,valid,train,valid,train,train,train,train,train,train,train
6526,L1_5.3.4.2.4.1,2021_Kelly,6526,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.22,L1_5.3.4.2.4.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6526.log,train,train,train,train,test,train,train,train,train,train
1664,2.4-05H,2016_Furukawa,1664,CCCCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(CC)CC(=O)N[C@H](Cc2ccccc2)C1=O,-5.41,2.4-05H,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/2.4-05H.log,train,train,test,train,train,train,train,train,valid,train
5678,L1_1.1.1.4.2.1,2021_Kelly,5678,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.98,L1_1.1.1.4.2.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_5678.log,train,train,train,test,train,train,train,train,train,train
3797,hepta_220,2020_Townsend,3797,CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N1C,-5.79,hepta_220,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_220.log,train,train,train,train,train,train,train,train,train,train
6863,L3_1.1.3.2.1,2021_Kelly,6863,CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-6.47,L3_1.1.3.2.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6863.log,test,train,train,train,train,train,train,train,train,train
1234,1.3-21,2016_Furukawa,1234,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2cnn(C)c2)C(=O)[C@H](CC(C)C)NC(=O)CN(CC(C)C)C(=O)[C@H]2CCCN2C1=O,-5.3,1.3-21,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/1.3-21.log,valid,test,train,valid,train,train,valid,train,train,train
1585,2.2-16Me,2016_Furukawa,1430,CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccc3c(c2)OCO3)CC(=O)N[C@@H](Cc2ccccc2)C1=O,-6.67,2.2-16Me,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/2.2-16Me.log,train,train,train,valid,test,train,train,train,test,train
1548,2.1-15Me,2016_Furukawa,1548,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(CCCOC(C)C)C(=O)[C@@H]2CCCN2C1=O,-5.07,2.1-15Me,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/2.1-15Me.log,train,train,train,train,train,train,train,test,train,train
2930,hexa_416,2020_Townsend,2930,CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NC1=O,-6.7,hexa_416,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hexa_416.log,valid,train,test,train,valid,train,train,train,test,train
3604,hepta_27,2020_Townsend,3604,CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.96,hepta_27,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_27.log,train,train,test,test,train,train,train,train,train,train
4472,hepta_895,2020_Townsend,4472,CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.63,hepta_895,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_895.log,train,train,train,test,train,train,valid,train,train,train
5479,hepta_1902,2020_Townsend,5479,CC(C)C[C@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C1=O,-6.03,hepta_1902,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1902.log,train,train,train,train,train,valid,train,train,test,train
4715,hepta_1138,2020_Townsend,4715,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC1=O,-6.1,hepta_1138,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1138.log,valid,valid,train,train,train,train,train,test,train,train
5528,hepta_1951,2020_Townsend,5528,CC(C)C[C@H]1C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N1C,-5.56,hepta_1951,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1951.log,train,test,train,test,test,train,valid,train,train,train
1571,2.2-02Me,2016_Furukawa,1137,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@H](C)NC(=O)CN(CC)C(=O)[C@H]2CCCN2C1=O,-5.05,2.2-02Me,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/2.2-02Me.log,valid,train,train,test,train,test,test,train,train,train
2919,hexa_405,2020_Townsend,2919,CC(C)C[C@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,-6.41,hexa_405,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hexa_405.log,valid,train,train,test,test,train,train,train,train,train
6565,L1_6.2.1.4.1.1,2021_Kelly,6565,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-5.22,L1_6.2.1.4.1.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6565.log,train,train,train,train,train,train,train,valid,train,train
5581,hepta_2004,2020_Townsend,5581,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,-5.58,hepta_2004,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_2004.log,train,train,train,train,train,valid,train,train,test,train
4024,hepta_447,2020_Townsend,4024,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,-5.19,hepta_447,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_447.log,train,train,train,test,valid,valid,train,train,test,train
6802,L2_2.2.3.3.1,2021_Kelly,6802,CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-6.2,L2_2.2.3.3.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6802.log,train,test,train,train,train,train,valid,train,train,train
5524,hepta_1947,2020_Townsend,5524,CC(C)C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,-6.16,hepta_1947,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1947.log,train,train,valid,train,train,train,train,train,train,train
4684,hepta_1107,2020_Townsend,4684,CC(C)C[C@H]1C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,-5.9,hepta_1107,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1107.log,train,valid,train,train,train,train,train,train,train,train
6489,L1_5.1.3.2.1.1,2021_Kelly,6489,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-6.89,L1_5.1.3.2.1.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6489.log,train,train,valid,valid,train,train,test,train,train,train
1542,2.1-09Me,2016_Furukawa,1542,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(CC)C(=O)[C@@H]2CCCN2C1=O,-5.47,2.1-09Me,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/2.1-09Me.log,test,test,train,train,train,train,train,train,test,train
4171,hepta_594,2020_Townsend,4171,CC(C)C[C@@H]1NC(=O)CN(Cc2ccccc2)C(=O)[C@@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C1=O,-5.63,hepta_594,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_594.log,train,train,train,train,train,train,train,train,train,train
3847,hepta_270,2020_Townsend,3847,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-6.17,hepta_270,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_270.log,test,train,train,train,train,train,train,train,train,train
5113,hepta_1536,2020_Townsend,5113,CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.9,hepta_1536,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1536.log,train,train,train,train,train,train,train,train,train,train
4549,hepta_972,2020_Townsend,4549,CC(C)C[C@@H]1NC(=O)CN(Cc2ccccc2)C(=O)[C@@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C1=O,-5.99,hepta_972,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_972.log,train,valid,train,train,train,train,test,train,train,train
