CycPeptMPDB_ID,Source,SMILES,Original_Name_in_Source_Literature,Structurally_Unique_ID,PAMPA,Monomer_Length,Monomer_Length_in_Main_Chain,Molecule_Shape,Water_avgRMSD_All,Water_avgRMSD_BackBone,Desolvation_Free_Energy,Water_3D_SASA,Water_3D_NPSA,Water_3D_PSA,Hexane_avgRMSD_All,Hexane_avgRMSD_BackBone,Hexane_3D_SASA,Hexane_3D_NPSA,Hexane_3D_PSA,Water_RepFrame,Hexane_RepFrame
5901,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.3.1.4.3.2,5901,-6.11,10,7,Lariat,0.137244,0.0755164,-30.2976,11.909,10.209,1.7,0.20592,0.151782,11.139,9.823,1.316,54,49
5900,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.3.1.3.4.2,5900,-6.15,10,7,Lariat,0.168319,0.0965262,-23.7551,11.765,9.945,1.82,0.149571,0.0802473,11.43,9.736,1.694,41,36
5899,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.3.1.3.3.2,5899,-6.92,10,7,Lariat,0.242453,0.176025,-36.0905,12.04,10.157,1.883,0.168892,0.0996637,11.87,10.151,1.719,65,99
5898,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.3.1.2.4.2,5898,-6.88,10,7,Lariat,0.169243,0.10436,-27.2532,11.703,9.979,1.724,0.136513,0.0666359,10.69,9.417,1.273,33,48
5897,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.3.1.2.2.2,5897,-6.75,10,7,Lariat,0.223575,0.146548,-33.228,11.748,9.891,1.857,0.281262,0.2167,11.275,9.748,1.527,12,6
5896,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.3.1.1.1.2,5896,-7.4,10,7,Lariat,0.167461,0.108994,-44.3652,11.865,9.777,2.088,0.135494,0.0783534,11.193,9.63,1.563,78,100
5895,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.4.4.2.2,5895,-5.67,10,7,Lariat,0.129147,0.0723335,-29.0342,11.157,9.456,1.701,0.137804,0.0741431,11.033,9.631,1.402,56,56
5894,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.4.4.1.2,5894,-5.56,10,7,Lariat,0.16039,0.0921436,-23.9223,11.221,9.556,1.665,0.154157,0.0859324,10.988,9.486,1.502,51,89
5893,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.4.3.3.2,5893,-5.42,10,7,Lariat,0.152234,0.0936254,-25.5282,11.482,9.665,1.817,0.269936,0.173706,11.376,9.868,1.508,38,20
5892,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.4.2.4.2,5892,-5.47,10,7,Lariat,0.16693,0.0966669,-25.5704,11.583,10.073,1.51,0.181295,0.118392,11.295,9.924,1.371,41,42
5891,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.4.2.3.2,5891,-5.48,10,7,Lariat,0.154152,0.104349,-23.9847,10.989,9.526,1.463,0.112192,0.0562322,10.559,9.108,1.451,81,71
5890,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.4.2.2.2,5890,-6.12,10,7,Lariat,0.22559,0.138451,-31.7486,11.311,9.385,1.926,0.140885,0.0711953,10.667,9.191,1.476,84,78
5889,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.4.2.1.2,5889,-5.69,10,7,Lariat,0.137482,0.0827462,-29.7118,10.464,8.968,1.496,0.172928,0.103155,10.64,9.126,1.514,98,8
5888,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.4.1.3.2,5888,-5.2,10,7,Lariat,0.212257,0.129774,-23.9662,11.187,9.634,1.553,0.171161,0.10926,10.97,9.574,1.396,41,85
5887,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.3.4.4.2,5887,-5.41,10,7,Lariat,0.174322,0.113377,-17.4944,11.693,10.168,1.525,0.13564,0.0752049,11.501,10.245,1.256,55,42
5886,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.3.4.3.2,5886,-5.46,10,7,Lariat,0.16296,0.109046,-20.5281,11.01,9.804,1.206,0.157135,0.0933887,11.055,9.448,1.607,93,36
5885,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.3.4.1.2,5885,-5.4,10,7,Lariat,0.143134,0.0913497,-31.1076,11.432,9.429,2.003,0.13133,0.075271,11.517,10.023,1.494,67,77
5884,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.3.3.4.2,5884,-5.53,10,7,Lariat,0.160717,0.10283,-21.6718,11.315,9.823,1.492,0.130717,0.0753573,10.816,9.346,1.47,98,3
5883,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.3.3.3.2,5883,-5.4,10,7,Lariat,0.155181,0.0940438,-26.2481,11.656,9.723,1.933,0.126056,0.0531168,11.05,9.621,1.429,32,83
5882,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.3.3.1.2,5882,-5.46,10,7,Lariat,0.253665,0.174244,-29.1283,11.681,9.853,1.828,0.160934,0.100163,11.235,9.652,1.583,49,91
5881,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.3.1.4.2,5881,-5.58,10,7,Lariat,0.185867,0.12232,-23.5686,11.636,9.92,1.716,0.14745,0.089434,11.448,10.126,1.322,99,51
5880,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.3.1.3.2,5880,-5.43,10,7,Lariat,0.157624,0.0977781,-24.8543,11.473,9.607,1.866,0.164472,0.0987052,11.291,9.614,1.677,31,99
5879,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.3.1.1.2,5879,-6.12,10,7,Lariat,0.168279,0.0985931,-34.6834,11.261,9.479,1.782,0.172955,0.107842,11.301,9.827,1.474,3,4
5878,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.2.4.3.2,5878,-5.78,10,7,Lariat,0.102144,0.0486668,-19.8802,10.891,9.706,1.185,0.204045,0.140413,10.643,9.322,1.321,2,96
5877,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.2.4.2.2,5877,-5.78,10,7,Lariat,0.156562,0.0889997,-27.6486,11.236,9.32,1.916,0.137523,0.0785509,11.058,9.369,1.689,91,42
5876,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.2.4.1.2,5876,-5.87,10,7,Lariat,0.15843,0.0924426,-20.6557,10.835,9.099,1.736,0.144353,0.0780108,10.734,9.157,1.577,52,66
5875,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.2.3.4.2,5875,-5.64,10,7,Lariat,0.259919,0.193388,-26.6004,11.398,9.541,1.857,0.179478,0.124907,11.029,9.524,1.505,38,50
5874,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.2.3.3.2,5874,-5.95,10,7,Lariat,0.208193,0.141545,-36.3647,11.755,9.968,1.787,0.133798,0.0738161,11.326,9.764,1.562,88,49
5873,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.2.3.1.2,5873,-6.06,10,7,Lariat,0.17438,0.106788,-34.7263,11.697,9.592,2.105,0.136328,0.0748079,10.746,9.194,1.552,39,86
5872,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.2.2.4.2,5872,-6.98,10,7,Lariat,0.229024,0.146769,-27.6426,11.468,9.597,1.871,0.158399,0.0861659,10.664,9.204,1.46,81,45
5871,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.2.2.2.2,5871,-6.66,10,7,Lariat,0.151416,0.0925289,-43.0993,11.483,9.245,2.238,0.117298,0.0567186,10.431,8.908,1.523,12,38
5870,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.2.2.1.2,5870,-6.64,10,7,Lariat,0.136389,0.0702901,-31.6968,11.079,9.143,1.936,0.161556,0.0993192,11.138,9.451,1.687,71,14
5869,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.2.1.4.2,5869,-5.99,10,7,Lariat,0.245737,0.175145,-25.8483,11.478,9.603,1.875,0.114143,0.0557849,10.56,9.281,1.279,90,95
5868,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.2.1.3.2,5868,-5.83,10,7,Lariat,0.205869,0.125847,-35.8009,11.671,9.686,1.985,0.131888,0.0697432,10.546,9.204,1.342,100,90
5867,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.2.1.1.2,5867,-6.85,10,7,Lariat,0.138251,0.0760057,-33.4986,10.987,9.597,1.39,0.104953,0.0478306,10.206,8.991,1.215,94,43
5866,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.1.4.3.2,5866,-5.37,10,7,Lariat,0.134139,0.0825318,-31.5336,11.752,10.008,1.744,0.140782,0.076644,10.955,9.605,1.35,55,42
5865,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.1.4.1.2,5865,-5.76,10,7,Lariat,0.19237,0.128184,-47.4478,12.04,9.779,2.261,0.124866,0.0590427,10.863,9.455,1.408,80,75
5864,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.1.3.1.2,5864,-6.11,10,7,Lariat,0.198084,0.12287,-34.6442,11.706,9.764,1.942,0.18959,0.122738,10.831,9.237,1.594,73,49
5863,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.1.2.3.2,5863,-6.28,10,7,Lariat,0.160328,0.094325,-28.1536,11.495,9.563,1.932,0.199532,0.124129,11.162,9.521,1.641,96,6
5862,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.2.1.1.3.2,5862,-6.15,10,7,Lariat,0.173121,0.0988561,-22.9718,11.435,9.781,1.654,0.18366,0.115064,11.268,9.88,1.388,47,10
5861,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.1.4.4.4.2,5861,-5.59,10,7,Lariat,0.183604,0.119511,-28.5554,12.017,10.179,1.838,0.226548,0.158755,11.829,10.262,1.567,84,73
5860,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.1.4.3.3.2,5860,-5.62,10,7,Lariat,0.182392,0.120662,-29.8333,12.022,10.221,1.801,0.265764,0.180927,11.652,10.09,1.562,16,95
5859,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.1.4.2.4.2,5859,-6.05,10,7,Lariat,0.170315,0.113103,-28.9589,11.613,9.895,1.718,0.118169,0.0606826,11.128,9.555,1.573,84,78
5858,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.1.4.1.1.2,5858,-6.36,10,7,Lariat,0.203501,0.13356,-31.3048,11.743,9.833,1.91,0.213303,0.150823,11.337,9.7,1.637,96,62
5857,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.1.3.4.1.2,5857,-6.6,10,7,Lariat,0.16306,0.104344,-26.9243,11.694,9.937,1.757,0.174135,0.1063,10.959,9.568,1.391,37,42
5856,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.1.3.1.3.2,5856,-6.0,10,7,Lariat,0.13259,0.0687116,-19.8852,10.385,8.954,1.431,0.123585,0.0656004,10.733,9.231,1.502,5,50
5855,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.1.2.4.3.2,5855,-5.89,10,7,Lariat,0.161894,0.104274,-28.3747,11.582,9.765,1.817,0.124193,0.0634928,10.757,9.368,1.389,81,70
5854,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.1.2.3.3.2,5854,-6.24,10,7,Lariat,0.283491,0.186291,-30.3351,11.675,9.956,1.719,0.139129,0.0810986,10.558,9.222,1.336,60,86
5853,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.1.2.3.1.2,5853,-6.14,10,7,Lariat,0.263763,0.185772,-27.5805,11.594,9.682,1.912,0.145064,0.0778435,10.94,9.397,1.543,33,33
5852,2021_Kelly,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,L1_11.1.2.2.2.2,5852,-6.82,10,7,Lariat,0.173288,0.114619,-35.2095,11.266,9.4,1.866,0.172222,0.102648,11.256,9.751,1.505,97,3
